Language_ID,Parameter_ID,Value,Name,Family
tan,69A,Tense-aspect suffixes,Tangale,Afro-Asiatic
tao,69A,Tense-aspect suffixes,Tarao,Sino-Tibetan
tas,69A,Tense-aspect prefixes,Tashlhiyt,Afro-Asiatic
tau,69A,Tense-aspect suffixes,Tauya,Trans-New Guinea
taw,69A,Tense-aspect prefixes,Tawala,Austronesian
tba,69A,Tense-aspect suffixes,Tabare,Trans-New Guinea
tbl,69A,Tense-aspect suffixes,Tabla,Sentani
tbo,69A,Tense-aspect prefixes,Tboli,Austronesian
tbu,69A,Tense-aspect suffixes,Tubu,Saharan
tbx,69A,Tense-aspect suffixes,Tangbe,Sino-Tibetan
tce,69A,Tense-aspect suffixes,Tarahumara (Central),Uto-Aztecan
tee,69A,Mixed type,Tepehua (Huehuetla),Totonacan
tel,69A,Tense-aspect suffixes,Telugu,Dravidian
ten,69A,Tense-aspect prefixes,Tennet,Eastern Sudanic
teo,69A,No tense-aspect inflection,Teop,Austronesian
tep,69A,Mixed type,Tepehua (Tlachichilco),Totonacan
ter,69A,No tense-aspect inflection,Tera,Afro-Asiatic
tes,69A,Mixed type,Teso,Eastern Sudanic
tgh,69A,Tense-aspect prefixes,Tuareg (Ghat),Afro-Asiatic
tgk,69A,No tense-aspect inflection,Tigak,Austronesian
tgl,69A,Tense-aspect suffixes,Tshangla,Sino-Tibetan
tha,69A,No tense-aspect inflection,Thai,Tai-Kadai
thn,69A,Tense-aspect suffixes,Thangmi,Sino-Tibetan
thu,69A,Tense-aspect suffixes,Thulung,Sino-Tibetan
thy,69A,Tense-aspect suffixes,Kuuk Thaayorre,Pama-Nyungan
tid,69A,No tense-aspect inflection,Tidore,West Papuan
tim,69A,Mixed type,Timugon,Austronesian
tin,69A,No tense-aspect inflection,Tinrin,Austronesian
tir,69A,Tense-aspect suffixes,Tiriyo,Cariban
tiw,69A,Tense-aspect prefixes,Tiwi,Tiwian
tja,69A,Tense-aspect suffixes,Tiipay (Jamul),Hokan
tki,69A,Tense-aspect prefixes,Tuki,Niger-Congo
tla,69A,No tense-aspect inflection,Tolai,Austronesian
tli,69A,Mixed type,Tlingit,Na-Dene
tlo,69A,Mixed type,Tobelo,West Papuan
tlp,69A,Tense-aspect prefixes,Tlapanec,Oto-Manguean
tma,69A,Tense-aspect suffixes,Tama,Eastern Sudanic
tmg,69A,Tense-aspect suffixes,Tamagario,Kayagar
tml,69A,Tense-aspect suffixes,Tamil,Dravidian
tmn,69A,Tense-aspect prefixes,Temein,Eastern Sudanic
tmo,69A,Tense-aspect suffixes,Tibetan (Modern Literary),Sino-Tibetan
tmr,69A,Tense-aspect prefixes,Temiar,Austro-Asiatic
tna,69A,Tense-aspect prefixes,Turkana,Eastern Sudanic
tnc,69A,Tense-aspect prefixes,Tanacross,Na-Dene
tne,69A,Mixed type,Temne,Niger-Congo
tng,69A,No tense-aspect inflection,Tongan,Austronesian
tnn,69A,Tense-aspect suffixes,Tunen,Niger-Congo
tno,69A,Tense-aspect prefixes,Tondano,Austronesian
tny,69A,Tense-aspect suffixes,Tenyer,Niger-Congo
tob,69A,Tense-aspect suffixes,Toba,Guaicuruan
tot,69A,Mixed type,Totonac (Misantla),Totonacan
tou,69A,Tense-aspect prefixes,Southern Toussian,Niger-Congo
toz,69A,Tense-aspect prefixes,Tonga (in Zambia),Niger-Congo
tpn,69A,Tense-aspect suffixes,Tepehuan (Northern),Uto-Aztecan
tps,69A,Tense-aspect suffixes,Tepehuan (Southeastern),Uto-Aztecan
tpt,69A,Tense-aspect suffixes,Tapieté,Tupian
trb,69A,Tense-aspect suffixes,Teribe,Chibchan
tri,69A,Tense-aspect prefixes,Trique (Copala),Oto-Manguean
trr,69A,Tense-aspect suffixes,Tairora,Trans-New Guinea
trw,69A,Tense-aspect suffixes,Torwali,Indo-European
tsf,69A,Tense-aspect suffixes,Tsafiki,Barbacoan
tsh,69A,Tense-aspect suffixes,Tümpisa Shoshone,Uto-Aztecan
tsi,69A,No tense-aspect inflection,Tsimshian (Coast),Penutian
tte,69A,Tense-aspect suffixes,Tutelo,Siouan
ttn,69A,No tense-aspect inflection,Tetun,Austronesian
ttu,69A,Tense-aspect suffixes,Tsova-Tush,Nakh-Daghestanian
tuc,69A,Tense-aspect suffixes,Tucano,Tucanoan
tuk,69A,Tense-aspect prefixes,Tukang Besi,Austronesian
tur,69A,Tense-aspect suffixes,Turkish,Altaic
tus,69A,Mixed type,Tuscarora,Iroquoian
tuv,69A,Tense-aspect suffixes,Tuvan,Altaic
tvl,69A,No tense-aspect inflection,Tuvaluan,Austronesian
tvo,69A,Tense-aspect suffixes,Tatar,Altaic
tvt,69A,Tense-aspect suffixes,Tutsa,Sino-Tibetan
twe,69A,Tense-aspect suffixes,Tarahumara (Western),Uto-Aztecan
twn,69A,Tense-aspect suffixes,Tiwa (Northern),Kiowa-Tanoan
txj,69A,Mixed type,Totonac (Xicotepec de Juárez),Totonacan
tzo,69A,Mixed type,Tzotzil,Mayan
tzu,69A,Mixed type,Tzutujil,Mayan
uby,69A,Tense-aspect suffixes,Ubykh,Northwest Caucasian
udi,69A,Tense-aspect suffixes,Udi,Nakh-Daghestanian
udm,69A,Tense-aspect suffixes,Udmurt,Uralic
uhi,69A,Tense-aspect suffixes,Uradhi,Pama-Nyungan
ukr,69A,Tense-aspect suffixes,Ukrainian,Indo-European
uld,69A,Tense-aspect prefixes,Uldeme,Afro-Asiatic
uli,69A,No tense-aspect inflection,Ulithian,Austronesian
una,69A,Tense-aspect suffixes,Una,Trans-New Guinea
ung,69A,No tense-aspect inflection,Ungarinjin,Worrorran
urd,69A,Tense-aspect suffixes,Urdu,Indo-European
urk,69A,No tense-aspect inflection,Urubú-Kaapor,Tupian
url,69A,No tense-aspect inflection,Urak Lawoi',Austronesian
urt,69A,No tense-aspect inflection,Urat,Torricelli
usa,69A,Tense-aspect suffixes,Usan,Trans-New Guinea
usr,69A,Tense-aspect suffixes,Usarufa,Trans-New Guinea
ute,69A,Tense-aspect suffixes,Ute,Uto-Aztecan
uyg,69A,Tense-aspect suffixes,Uyghur,Altaic
uzb,69A,Tense-aspect suffixes,Uzbek,Altaic
vai,69A,Mixed type,Vai,Mande
ven,69A,Tense-aspect prefixes,Venda,Niger-Congo
vie,69A,No tense-aspect inflection,Vietnamese,Austro-Asiatic
wah,69A,Tense-aspect suffixes,Wahgi,Trans-New Guinea
wai,69A,Tense-aspect suffixes,Wai Wai,Cariban
wak,69A,Tense-aspect suffixes,Wakhi,Indo-European
wal,69A,No tense-aspect inflection,Walman,Torricelli
wam,69A,Tense-aspect suffixes,Wambaya,Mirndi
wap,69A,Tense-aspect suffixes,Wappo,Wappo-Yukian
war,69A,No tense-aspect inflection,Wari',Chapacura-Wanham
wat,69A,Tense-aspect suffixes,Watjarri,Pama-Nyungan
wau,69A,Tense-aspect suffixes,Waunana,Choco
way,69A,Tense-aspect suffixes,Wayampi,Tupian
wbn,69A,Tense-aspect suffixes,Wambon,Trans-New Guinea
wch,69A,Tense-aspect suffixes,Wichí,Matacoan
wel,69A,Tense-aspect suffixes,Welsh,Indo-European
wem,69A,Tense-aspect suffixes,Wembawemba,Pama-Nyungan
wic,69A,Mixed type,Wichita,Caddoan
wik,69A,Tense-aspect suffixes,Wikchamni,Penutian
win,69A,Tense-aspect suffixes,Wintu,Penutian
wir,69A,Tense-aspect suffixes,Wirangu,Pama-Nyungan
wiy,69A,No tense-aspect inflection,Wiyot,Algic
wlf,69A,No tense-aspect inflection,Wolof,Niger-Congo
wly,69A,Tense-aspect suffixes,Wolaytta,Afro-Asiatic
wma,69A,No tense-aspect inflection,West Makian,West Papuan
wmu,69A,Tense-aspect suffixes,Wik Munkan,Pama-Nyungan
wog,69A,Tense-aspect suffixes,Wogamusin,Sepik
wol,69A,No tense-aspect inflection,Woleaian,Austronesian
wrb,69A,Tense-aspect suffixes,Warrnambool,Pama-Nyungan
wrg,69A,Tense-aspect suffixes,Warrgamay,Pama-Nyungan
wrk,69A,Tense-aspect suffixes,Warekena,Arawakan
wrl,69A,No tense-aspect inflection,Warlpiri,Pama-Nyungan
wrn,69A,Tense-aspect suffixes,Warndarang,Mangarrayi-Maran
wrw,69A,Mixed type,Warrwa,Nyulnyulan
wry,69A,Tense-aspect prefixes,Waray (in Australia),Gunwinyguan
wsk,69A,Tense-aspect suffixes,Waskia,Trans-New Guinea
wtm,69A,Tense-aspect suffixes,Watam,Lower Sepik-Ramu
wya,69A,Mixed type,Wyandot,Iroquoian
xar,69A,No tense-aspect inflection,Xârâcùù,Austronesian
xav,69A,No tense-aspect inflection,Xavánte,Macro-Ge
xbi,69A,No tense-aspect inflection,Kombio,Torricelli
xho,69A,Mixed type,Xhosa,Niger-Congo
yag,69A,Tense-aspect suffixes,Yagua,Peba-Yaguan
yah,69A,Tense-aspect suffixes,Yahgan,Yámana
yal,69A,Tense-aspect suffixes,Yale (Kosarek),Trans-New Guinea
yao,69A,Tense-aspect prefixes,Yao (in Malawi),Niger-Congo
yap,69A,No tense-aspect inflection,Yapese,Austronesian
yaq,69A,Tense-aspect suffixes,Yaqui,Uto-Aztecan
yar,69A,Tense-aspect suffixes,Yareba,Yareban
yay,69A,No tense-aspect inflection,Yay,Tai-Kadai
ycn,69A,Tense-aspect suffixes,Yucuna,Arawakan
yei,69A,Mixed type,Yei,Morehead and Upper Maro Rivers
yel,69A,Tense-aspect prefixes,Yelî Dnye,Yele
ygr,69A,Mixed type,Yagaria,Trans-New Guinea
yid,69A,Tense-aspect suffixes,Yidiny,Pama-Nyungan
yim,69A,Tense-aspect suffixes,Yimas,Lower Sepik-Ramu
yin,69A,Tense-aspect suffixes,Yindjibarndi,Pama-Nyungan
yko,69A,Tense-aspect suffixes,Yukaghir (Kolyma),Yukaghir
ykt,69A,Tense-aspect suffixes,Yakut,Altaic
ylm,69A,Tense-aspect suffixes,Yelmek,Bulaka River
yng,69A,Tense-aspect suffixes,Yingkarta,Pama-Nyungan
yns,69A,Tense-aspect prefixes,Yansi,Niger-Congo
yok,69A,Tense-aspect suffixes,Yokuts (Yaudanchi),Penutian
yor,69A,No tense-aspect inflection,Yoruba,Niger-Congo
ypk,69A,Tense-aspect suffixes,Yup'ik (Central),Eskimo-Aleut
yqy,69A,Tense-aspect prefixes,Yaqay,Anim
ytu,69A,Tense-aspect suffixes,Yukaghir (Tundra),Yukaghir
yuk,69A,No tense-aspect inflection,Yukulta,Tangkic
yul,69A,Mixed type,Yulu,Central Sudanic
yur,69A,No tense-aspect inflection,Yurok,Algic
yuw,69A,Tense-aspect suffixes,Yuwaalaraay,Pama-Nyungan
ywl,69A,Tense-aspect suffixes,Yawelmani,Penutian
yyg,69A,Tense-aspect suffixes,Yaygir,Pama-Nyungan
zag,69A,Mixed type,Beria,Saharan
zai,69A,Tense-aspect prefixes,Zapotec (Isthmus),Oto-Manguean
zan,69A,Tense-aspect prefixes,Zande,Niger-Congo
zap,69A,Tense-aspect prefixes,Zapotec (Mitla),Oto-Manguean
zay,69A,Tense-aspect suffixes,Zayse,Afro-Asiatic
zch,69A,Tense-aspect suffixes,Zoque (Chimalapa),Mixe-Zoque
zhn,69A,No tense-aspect inflection,Zhuang (Northern),Tai-Kadai
zim,69A,Tense-aspect prefixes,Zimakani,Anim
zpr,69A,Tense-aspect suffixes,Zaparo,Zaparoan
zqc,69A,Tense-aspect suffixes,Zoque (Copainalá),Mixe-Zoque
zqo,69A,Tense-aspect suffixes,Zoque (Ostuacan),Mixe-Zoque
zqs,69A,Tense-aspect suffixes,Popoluca (Sierra),Mixe-Zoque
zul,69A,Tense-aspect prefixes,Zulu,Niger-Congo
zya,69A,Tense-aspect prefixes,Zapotec (Yatzachi),Oto-Manguean
zzo,69A,Tense-aspect prefixes,Zapotec (Zoogocho),Oto-Manguean
